Bleu-score || Original Commit Message || Generated Commit Message
30.701 || deprecate code that will be removed in <num> x || add log <num> <num> html <num> html <num> html <num> a <num> d <num> d <num> e <num> <num>
30.701 || add digits accepted || add problem <num> to the problem of the output of the beginning of the case of the problem to
30.701 || prevent camera api start preview from being called when surface changes and camera not yet ready || fix a bug where the wallpaper bar was not not applied <num> <num> b <num> am <num> a <num>
30.701 || issue <num> allow proxy scripts to fake responses || remove unused code <num> <num> <num> a <num> a <num> a <num> d <num> d <num> d <num> d
30.701 || allow zap to not mangle cookies whose name begins with the string cookie case insensitive || fix bug to http <num> http <num> html <num> <num> <num> d <num> d <num> <num> <num> <num> <num>
30.701 || improve javadoc of org sonar api utils command command || add a convenience method to help command <num> <num> html <num> f <num> f <num> f <num> f <num>
30.701 || update set of existing key bindings <num> || add a test for <num> <num> <num> <num> <num> f <num> f <num> d <num> d <num> d <num>
30.683 || add test for hidden tokens || add test for parsing test case test case
30.683 || fix test failure due to variable schema version || fix test failure <num> <num> <num> <num> <num>
30.645 || add a test to show a limitation of static imports || add test for the list of a type type
30.634 || exposed all the builds at depth <num> or above || add a convenience method to the build <num> <num>
30.634 || created shortcut from test result action to failed tests || fix test failure to the build to the build
30.634 || fix test case to more strict || add a test for the test to the test
30.634 || modify the map to concurrent hash map || add a method to get the current block time
30.634 || fix transaction report line <num> sort || fix a bug in the transaction type to the
30.634 || add heiko w rupp to list of contributors || add a todo to be able to the html
